	fullname	id	likes	replies	retweets	text	timestamp	url	user	sentiment score
311	Mwebantu	951424420257640448	1	0	3	#ZAMBIA: Countrywide, we have a cumulatibe total of 2,983 cases 69 deaths. #CholeraWatch #EndCholera	2018-01-11 12:03:53	/Mwebantu/status/951424420257640453	Mwebantu	0.0
312	Mwebantu	951424132717207552	0	0	0	#ZAMBIA: A total of three suspected cases have beeen recorded in the last 24 hrs. In other districts (Kabwe, Katete and Solwezi); Cumulative total cases is 143 and Cumulative death is ay 5 outside Lusaka district. #CholeraWatch #EndCholera	2018-01-11 12:02:44	/Mwebantu/status/951424132717207552	Mwebantu	-0.025
313	Ackim K Maunde	951424121769996288	0	1	0	"@VincentMwale - Bwana Minister what measures are being put in place for us to sustain this cleanliness post the Outbreak and cleaning exercise...

#goodGovernance #Cholerawatch"	2018-01-11 12:02:41	/photex_zambia/status/951424121769996289	photex_zambia	0.0
314	Chirwa Jeff Daniel	951423750523801600	0	0	0	na cholera iliko kumuzi niga yende #cholerawatch	2018-01-11 12:01:13	/amthejaycee/status/951423750523801600	amthejaycee	0.0
315	Mwebantu	951423363993559040	4	0	4	#ZAMBIA: The cumulative death toll in Lusaka district stands at 64 wity 3 community deaths from Matero (1), Kanyama (1), and Chipata (1) areas recorded in the last 24 hrs. #CholeraWatch #EndCholera	2018-01-11 11:59:41	/Mwebantu/status/951423363993559040	Mwebantu	0.0
316	Mwebantu	951422865659875328	10	0	9	#ZAMBIA: Of the 166, 34 are admitted to the Cholera treatment units and 132 at Heroes Cholera Hospital. Cumulatively Lusaka has recorded 2,840 cases, 2,610 of who were successfully treated and discharged as at 06 am today. #CholeraWatch #EndCholera	2018-01-11 11:57:42	/Mwebantu/status/951422865659875329	Mwebantu	0.75
317	Mwebantu	951422062618464256	1	0	1	#ZAMBIA: Lusaka district has recorded 85 new cases (26 children and 59 adults); Total under treatment 166 (32 children and 132 adults) #EndCholera #CholeraWatch	2018-01-11 11:54:30	/Mwebantu/status/951422062618464256	Mwebantu	0.06818181818181818
318	WWF Zambia	951420296359219200	2	0	1	#CholeraWatch The cholera bacteria is usually found in water or food sources contaminated by a person with cholera. You can save your own life and the lives of other people by simply having good personal hygiene. #Zambia	2018-01-11 11:47:29	/wwfzambia/status/951420296359219202	wwfzambia	0.15416666666666665
319	Sam	951420195976949760	0	0	0	"So is there anything wrong with make #brandeddonations as a political party to help with the fight for #cholera?
#CholeraWatch #pf #upnd #Znbc #muvtv"	2018-01-11 11:47:05	/samchrw/status/951420195976949760	samchrw	-0.25
320	Chalimba Phiri	951408044029726720	0	0	0	#CholeraWatch pic.twitter.com/a9pT7FTs81	2018-01-11 10:58:48	/ChaliPhiri/status/951408044029726720	ChaliPhiri	0.0
321	Chalimba Phiri	951407683659235328	1	0	0	My donation @shibesa2 @ChabzP #CholeraWatch pic.twitter.com/9P9KfWZK4t	2018-01-11 10:57:22	/ChaliPhiri/status/951407683659235328	ChaliPhiri	0.0
322	Chirwa Jeff Daniel	951403696168013824	0	1	0	Zambia VS DR Congo the battle of cholera #CholeraWatch	2018-01-11 10:41:32	/amthejaycee/status/951403696168013825	amthejaycee	0.0
323	Karen Nakawala	951392028398702592	2	0	2	@VincentMwale is it possible to ask ZNBC to keep updating us on cholera and showing deliberate messages if they aren't doing so already, instead of waiting for news time? #CholeraWatch	2018-01-11 09:55:10	/karen_nakawala/status/951392028398702592	karen_nakawala	0.0
324	StimuliPR	951383165964357632	1	0	0	All hands on deck: Corporates are doing their bit in the fight against #Cholera @zanacoplc is equal to the task. #CholeraWatch #CSR	2018-01-11 09:19:57	/StimuliZambia/status/951383165964357633	StimuliZambia	0.0
325	Matty rhups	951381113888440320	1	2	0	"#CholeraWatch 
Ndola being worked on currently
#Staycleanpic.twitter.com/8mUsjFHzK2"	2018-01-11 09:11:48	/Rhups/status/951381113888440321	Rhups	0.0
326	Ella Ethel Mbewe	951376202039775232	0	0	1	Looking for a list of chorela center Locations in Lusaka... I know of Bauleni and Hero's stadium. #CholeraWatch	2018-01-11 08:52:16	/JustEthelElla/status/951376202039775233	JustEthelElla	-0.1
327	Patrick C. Luneta	951374553460236288	0	0	0	"When cholera messages are politically branded :https://m.facebook.com/story.php?story_fbid=1546147558796778&id=100002046477272 …
#CholeraWatch"	2018-01-11 08:45:43	/PatrickLuneta1/status/951374553460236288	PatrickLuneta1	0.0
328	IshiwiMyVoice	951371653082243072	1	0	2	"How are you and your peers keeping your community clean?
 #cholerawatch"	2018-01-11 08:34:12	/IshiwiMyVoice/status/951371653082243072	IshiwiMyVoice	0.3666666666666667
329	Kanyanta	951354366849667072	1	0	0	The army has ordered closing of almost all the shops in Kitwe CBD #CholeraWatch	2018-01-11 07:25:31	/KanyantaMikaeli/status/951354366849667072	KanyantaMikaeli	0.0
330	HotFMZambia	951354319437271040	9	1	2	“We want to be transparent with our people and give them the figures as they are. We are doing everything we can to contain cholera.” @VincentMwale #CholeraWatch #TheHotSeat	2018-01-11 07:25:19	/HOT877Zambia/status/951354319437271040	HOT877Zambia	0.0
331	HotFMZambia	951353034562592768	4	0	0	“Our current focus is on dealing with immediate needs. We have increased access to safe water in the Cholera epicenters like Kanyama.” - @VincentMwale #CholeraWatch #TheHotSeat	2018-01-11 07:20:13	/HOT877Zambia/status/951353034562592768	HOT877Zambia	0.25
332	Ku-Atenga Media	951352449327075328	4	1	1	@VincentMwale on @HOT877Zambia  talking #CholeraWatch , urban development and the need for attitude change.	2018-01-11 07:17:53	/KuAtengaMedia/status/951352449327075328	KuAtengaMedia	0.0
333	Mthoniswa Banda	951351160199401472	0	0	0	With all the millions being donated for #Cholera fight #CholeraWatch in #Zambia who is ensuring there is no #AbuseOfPower #abuse of #resources and enhanced #transparencyhttps://twitter.com/Mwebantu/status/951094684667076608 …	2018-01-11 07:12:46	/mthoniswa/status/951351160199401473	mthoniswa	0.0
334	Pro Health	951347135613755392	1	0	0	"Zimbabwe: Govt Says Prepared to Deal With Cholera Outbreak From Zambia, All Borders On Alert. http://allafrica.com/stories/201801100550.html …
#CholeraWatch #Zimbabwe"	2018-01-11 06:56:46	/prohealth_zw/status/951347135613755392	prohealth_zw	0.0
335	Pro Health	951345939800887296	0	0	0	http://allafrica.com/stories/201801100550.html … #Cholerawatch #Zimbabwe https://fb.me/1vQ7YWDn9 	2018-01-11 06:52:01	/prohealth_zw/status/951345939800887296	prohealth_zw	0.0
336	GAMPY	951337655358447616	3	2	2	Has anyone died from chlorine poisoning during this outbreak or am I going to be the first one??? #CholeraWatch	2018-01-11 06:19:06	/ThA_GaMP/status/951337655358447616	ThA_GaMP	0.25
337	Minet Zambia	951328286981939200	0	0	0	#CholeraWatch #LetsFightItTogether Keep clean. You should wash your hands using a disinfectant soap and very... https://fb.me/89Re2iTbU 	2018-01-11 05:41:53	/Minet_Zambia/status/951328286981939200	Minet_Zambia	0.2833333333333333
338	Simon sibajene	950866768259633152	0	0	0	Cholera cholera you kill my neighbor you kill that stranger but not me um healthy AF #CholeraWatch	2018-01-09 23:07:58	/thashmaneyking/status/950866768259633153	thashmaneyking	0.5
339	BornfaceJay 🇿🇲	950846737811496960	3	1	0	"We gonna have an award for best cholera song 
#CholeraWatch"	2018-01-09 21:48:22	/Jaychulu/status/950846737811496961	Jaychulu	1.0
340	Lukalaba Chabu 👑	950822784812437504	1	0	0	"The whole nation is fighting Cholera and the so-called mayor of Lusaka is dreaming...
#CholeraWatch pic.twitter.com/piNeBHjiM5"	2018-01-09 20:13:11	/Lukalaba_Chabu/status/950822784812437505	Lukalaba_Chabu	0.2
341	Kay	950813318721212416	0	1	0	Mwati niboza? Ine kudabwa kuwona program, njebele gad! Only in my country! #CholeraWatch	2018-01-09 19:35:35	/misschewe/status/950813318721212418	misschewe	0.0
342	Edgar Jee-Ex Chama	950796714516107264	1	0	0	#CholeraWatch The most important commodity in Zambia at the moment. pic.twitter.com/dE8IC4rUkb	2018-01-09 18:29:36	/jee_ex/status/950796714516107264	jee_ex	0.45
343	nick	950788857246769152	0	0	0	#CholeraWatch hit song https://www.youtube.com/watch?v=tAOYVBLzl2E&sns=tw … via @youtube	2018-01-09 17:58:23	/zedshinobi/status/950788857246769154	zedshinobi	0.0
344	Nambeye J Katebe	950748069792043008	5	0	4	How to prepare food safely. #CholeraWatch pic.twitter.com/2QeUHFzbwy	2018-01-09 15:16:18	/NambeyeK/status/950748069792043010	NambeyeK	0.5
345	Choolwe Mpondamasaka	950695088035950592	0	0	0	The #church in #Zambia needs to pray for #Govt. For God to grant them wisdom to guide us through this process. #CholeraWatch.	2018-01-09 11:45:46	/Chozy2nyce/status/950695088035950592	Chozy2nyce	0.0
346	Choolwe Mpondamasaka	950691804688605184	0	0	0	I'm pretty sure pentecostals have enough ammunition to combat Vibrio cholerae. It can't survive the heat. #CholeraWatch #zambia	2018-01-09 11:32:43	/Chozy2nyce/status/950691804688605184	Chozy2nyce	0.25
347	Peter Parker	950681047733297152	4	3	1	Papa God your handwork ye. #CholeraWatch pic.twitter.com/0bWkv3Eann	2018-01-09 10:49:59	/caesarcognac/status/950681047733297152	caesarcognac	0.0
348	Chainga	950674157985042432	3	1	1	Remember when I said that this kafulumenda can't be trusted and that they're likely to profit from this #CholeraOutbreak? Here's my vindication. What happened to the contingency budget?? #CholeraWatch pic.twitter.com/WJBfrsxQf6	2018-01-09 10:22:36	/Chaingaz/status/950674157985042432	Chaingaz	0.0
349	BrightMulengaJr	950672698627289088	2	0	0	"Use hand sanitizer
Boil drinking water
Avoid unnecessary handshakes
#CholeraWatch #Cholera #preventcholerapic.twitter.com/TmxZcGtTlJ"	2018-01-09 10:16:48	/BryghtJR/status/950672698627289088	BryghtJR	-0.4
350	NFNC Zambia	950672002498678784	0	0	0	On World Toilet Day 2015 themed : Toilets & Nutrition, NFNC took time to educate the public on how nutrition is linked to water, hygiene & sanitation, kindly listen http://youtube.com/watch?v=SY2N0FTRrxA … #CholeraWatch 	2018-01-09 10:14:02	/NFNCZambia/status/950672002498678785	NFNCZambia	0.18888888888888888
351	Mwebantu	950668739497914368	24	11	46	"#ZAMBIA: Government to stop issuing passports, birth certificates, NRCs due to Cholera outbreak
MINISTER of Home Affairs Hon. Kampyongo (MP) is this expected to make the  announcment this afternoon as an enforcement of SI no 79 which restricts public gatherings. #CholeraWatch pic.twitter.com/OMzGgdcmja"	2018-01-09 10:01:04	/Mwebantu/status/950668739497914368	Mwebantu	-0.075
352	Martha  🦋	950664598465712128	13	1	8	"When you use a public toilet or even the one at home, it's your responsibility to ensure that it is safe for the next person to use. Flush the toilet, wipe the toilet seat, dispose sanitary towels correctly. 
#CholeraWatch #Cholera"	2018-01-09 09:44:37	/ChilongoshiM/status/950664598465712129	ChilongoshiM	0.06666666666666667
353	NFNC Zambia	950661538611949568	0	0	0	About 40%of Zambian children under the age5 are chronically malnourished.1 cause of this has been poor water; hygiene & sanitation resulting in diarrhoeal diseases.As we fight cholera, ensure children play in clean surroundings, eat safe food & drink safe water #CholeraWatch	2018-01-09 09:32:27	/NFNCZambia/status/950661538611949568	NFNCZambia	0.24166666666666667
354	Patricia Mwiya	950657074496724992	0	0	1	At what point are we going to have a reduction in the numbers?  #choleraWatch https://twitter.com/Mwebantu/status/950655950289035264 …	2018-01-09 09:14:43	/trishwow/status/950657074496724994	trishwow	0.0
355	Mwebantu	950655950289035264	7	1	14	"#ZAMBIA CHOLERA cases have increased from the 2,673 reported yesterday to 2,802 today.

 “New cases 114 in Lusaka with 3 deaths, 19 new cases in other districts country wide cumulative 2802,” 

65 people have died countrywide since Oct.6.2017. #CholeraWatch pic.twitter.com/dp7rSG4aN4"	2018-01-09 09:10:15	/Mwebantu/status/950655950289035264	Mwebantu	0.011931818181818175
356	Miss Mwiza	950646242509508608	0	0	0	"let us stop living the Way we used to. We cant afford to do it like we did last week or the last month. Use antiseptic liquid, wash your hands with soap regularly and hand sanitizer should be a ritual now.
#CholeraWatch"	2018-01-09 08:31:41	/BiancssM/status/950646242509508608	BiancssM	0.0
357	The Zed kid  🇿🇲	950642183513796608	2	0	0	"If you and your bae started dating last month or this month is that love in the time of cholera 
#CholeraWatch pic.twitter.com/qANiN2s5jW"	2018-01-09 08:15:33	/PanzerTony/status/950642183513796608	PanzerTony	0.25
358	Tweetography	950638589913829376	0	0	0	"@LauraMiti Well spoken about a lot of issues. Not every house should have a borehole. Council can and should regulate this. Maybe each area should have a common mini sewer system regulated by the local authorities too. #CholeraWatch
#Zambia"	2018-01-09 08:01:16	/chr779/status/950638589913829378	chr779	-0.15
359	Phambano Tech	950632259060682752	1	0	0	Thinking of #Zambians during #CholeraWatch. Thank you to the Nonprofit community that is doing everything they can to help	2018-01-09 07:36:07	/PhambanoTech/status/950632259060682752	PhambanoTech	0.0
360	Mwebantu	950627568671186944	13	19	23	#ZAMBIA Amidst a Cholera outbreak in Lusaka. Children can be seen playing with unsafe water in the newly constructed Bombay drainage in Garden compound. 2,673 Cholera cases have been recorded since the disease brokeout in October last year.(Pictures by Mutale Muma) #CholeraWatch pic.twitter.com/lJLMh5bbZp	2018-01-09 07:17:28	/Mwebantu/status/950627568671186944	Mwebantu	0.06818181818181818
361	THE EDUCATOR MAIL	950624247411544064	0	0	0	"If you have diarrhoea or vomiting seek help at any nearest health facility or call 909 free or 0963930883, 0976904261/73, 0956513193/79 between 08:00hrs & 1700hrs
#CholeraWatch
CIRCULATE, TO EDUCATE!"	2018-01-09 07:04:16	/TheZambianEmail/status/950624247411544064	TheZambianEmail	0.5
362	©LE✪N	950621466386628608	0	1	0	@CHAISAMP has also escaped the Heroes treatment Centre. The ministry of health are in search of him. #CholeraWatch https://twitter.com/Mukonda_Regina/status/950448931581972480 …	2018-01-09 06:53:13	/Tikocious/status/950621466386628608	Tikocious	0.0
363	NFNC Zambia	950618017754427392	3	0	2	Ensure to drink and use clean safe water (chlorinated or boiled). Make sure your food is thoroughly cooked and heated before eating. All drinking water and food must be covered with tight fitting lids to prevent Cholera #CholeraWatch  pic.twitter.com/FPLW1jL1sL	2018-01-09 06:39:31	/NFNCZambia/status/950618017754427393	NFNCZambia	0.3376190476190476
364	Shona 💞	950612628216401920	4	0	0	"I hope the nurses and doctors treating cholera patients will be thanked in money form. They have risked their lives and sacrificed a lot.
#Cholera #CholeraWatch"	2018-01-09 06:18:06	/HopeChilinda/status/950612628216401920	HopeChilinda	0.0
365	blackbeauty	950606144103440384	0	0	0	#CholeraWatch https://twitter.com/ms_mukonde/status/950429383243726849 …	2018-01-09 05:52:20	/malambosakala/status/950606144103440384	malambosakala	0.0
366	Minet Zambia	950604813980626944	1	0	0	#CholeraWatch #LetsFightItTogether Prepare your own food. Any vegetables and fruits should be washed, by you, in... https://fb.me/2bcq1uiJC 	2018-01-09 05:47:03	/Minet_Zambia/status/950604813980626945	Minet_Zambia	0.6
367	Haseena	950604739875606528	5	0	1	this business of buying sticks(cigarettes)  from the ntemba, streets must stop guys till further notice. Just buy packets... #CholeraWatch	2018-01-09 05:46:46	/ms_mukonde/status/950604739875606534	ms_mukonde	0.0
368	Minet Zambia	950603727953715200	1	0	0	#CholeraWatch #LetsFightItTogether Prepare your own food. Any vegetables and fruits should be washed, by you, in boiled water only. Also, chop your own food. Do not use pre-prepared fresh produce.	2018-01-09 05:42:44	/Minet_Zambia/status/950603727953715202	Minet_Zambia	0.375
369	Mwengwe Kabwe	950598947701215232	6	0	4	"May God, in his infinite mercy, heal our land...
#CholeraWatch"	2018-01-09 05:23:45	/KabweMwengwe/status/950598947701215232	KabweMwengwe	0.0
370	Development Analyst	950592500011618304	0	0	0	#CholeraWatch time for regulatory bodies to watch for substandard & fake #chlorine, #handsanitisers, & other such products #StandardsBureau #Weights&Measures #ConsumerRightsBodies	2018-01-09 04:58:07	/DevelopAnalyst/status/950592500011618305	DevelopAnalyst	-0.20833333333333334
371	Yvonne Dalitso Zulu	950590759505408000	2	0	0	Let's help to stop cholera from spreading further. The fight is also in our hands. #Cholerawatch #Zambiapic.twitter.com/JiKAHUeLkY	2018-01-09 04:51:12	/YvonneDalitso/status/950590759505408005	YvonneDalitso	0.0
372	Lawrence Mulungu ENG	950587495439388672	1	0	0	"Chlorine now costs ...... k20 in shoprite, Cairo Road.

And you want to end cholera????

#CholeraWatch"	2018-01-09 04:38:14	/LawThaSpyx/status/950587495439388673	LawThaSpyx	0.0
373	Tweetography	950586571027296256	0	0	0	"How did KACHASU come in the cholera picture? 

#CholeraWatch
#Zambia"	2018-01-09 04:34:34	/chr779/status/950586571027296256	chr779	0.0
374	Moringa Initiative Z	950580746015649792	1	0	1	"#CholeraWatch #cholera in #Zambia 
Please retweet this post and #HelpSaveLives with a few simple stepshttps://twitter.com/buya_bamba/status/950567401690681344 …"	2018-01-09 04:11:25	/MoringaZambia/status/950580746015649794	MoringaZambia	-0.1
375	@Buya_Bamba	950567401690681344	33	1	60	Zambia Please Retweet this post! @Buya_Bamba we care about our people. Here are a few easy tips to help combat #cholera #CholeraWatch #Zambia #HelpSaveLivespic.twitter.com/kasUekK3Wr	2018-01-09 03:18:23	/Buya_Bamba/status/950567401690681344	Buya_Bamba	0.11666666666666667
376	Dox Martin	950152219302785024	0	0	0	#CholeraWatch #cholera Its our responsibility to fight it all.pic.twitter.com/Dv9oxm8WiC	2018-01-07 23:48:36	/DoxWeed/status/950152219302785024	DoxWeed	0.0
377	Kalobwe Chinyanta	950149319184801792	1	0	0	It shouldn't take a hashtag for you to realise that things are real. #CholeraWatch	2018-01-07 23:37:05	/KaosTheLyricist/status/950149319184801792	KaosTheLyricist	0.2
378	Dox Martin	950144637158780928	3	0	0	"It is quiet shameful that honourable Lloyd Kaziya is quiet on this matter when he is the minister for Water & Sanitation. Honourable @VincentMwale kindly advise Honourable Kaziya MP to look into this matter, conduct some tests on how safe the LWSC water is. 
#CholeraWatch"	2018-01-07 23:18:28	/DoxWeed/status/950144637158780930	DoxWeed	0.275
379	Louis Banda	950143100919472128	0	0	0	#CholeraWatch	2018-01-07 23:12:22	/louiethee1/status/950143100919472128	louiethee1	0.0
380	Mercy Katunasa	950140463813623808	1	0	0	The entire capital city has plunged into OCD thanks to cholera. It's a good thing right now.  Maybe we should nurture it to avoid further outbreaks. #CholeraWatch	2018-01-07 23:01:53	/mercykatunasa/status/950140463813623809	mercykatunasa	0.2371428571428571
381	Former Lacazette	950132112119738368	0	0	0	There goes another ambulance...#CholeraWatch	2018-01-07 22:28:42	/patpami/status/950132112119738369	patpami	0.0
382	Carter	950121613483180032	0	0	0	Let us work hand in hand and get rid of this disease.  #CholeraWatch	2018-01-07 21:46:59	/desmondmichelo1/status/950121613483180033	desmondmichelo1	0.0
383	Mo Bharuchi	950119740432961536	2	0	0	The real people’s company #Tradekings #Zambia #CholeraWatch	2018-01-07 21:39:33	/Mo_Bh4ruch1/status/950119740432961536	Mo_Bh4ruch1	0.2
384	Mo Bharuchi	950118718671028224	3	0	1	Shameless people and businessmen hiking pricing for Chlorine at a time when the most vulnerable need it. #Shameonyou #CholeraWatch #Zambia	2018-01-07 21:35:29	/Mo_Bh4ruch1/status/950118718671028224	Mo_Bh4ruch1	0.0
385	Sandra	950116305159573504	3	0	9	#CholeraWatch pic.twitter.com/tkr6GM5POM	2018-01-07 21:25:54	/itayics/status/950116305159573505	itayics	0.0
386	Jlingz	950112650431692800	0	1	0	No way around this. I can't stop eating mangos. So one mango...one glass of wine...risk and protection #CholeraWatch	2018-01-07 21:11:22	/KapsyKay/status/950112650431692800	KapsyKay	0.0
387	Slikahman Rich	950107528486162432	0	0	0	"The city is clean but the disease still in! 
#CholeraWatch"	2018-01-07 20:51:01	/slikahman/status/950107528486162433	slikahman	0.45833333333333337
388	Anthony Hove	950105460656533504	0	0	1	"Came across toll-free 909 but i haven't called it.
#CholeraWatch pic.twitter.com/q7BKwe9C22"	2018-01-07 20:42:48	/anthonyhove/status/950105460656533504	anthonyhove	0.0
389	Cliford Kallis	950102577768796160	0	0	0	#CholeraWatch	2018-01-07 20:31:21	/ClifordKallis/status/950102577768796168	ClifordKallis	0.0
390	Faith 🐇	950097029883052032	10	0	0	The army has finally been given something to do #Zambia #CholeraWatch	2018-01-07 20:09:18	/faith_fingers/status/950097029883052032	faith_fingers	0.0
391	Nyanyiwe Mavis	950095044647837696	1	0	0	#Cholerawatch pic.twitter.com/1vZHgpv9aZ	2018-01-07 20:01:25	/Mutakela/status/950095044647837702	Mutakela	0.0
392	Mpanda Kunda	950094945444130816	8	0	1	Imagine the horror when you eat a bad egg or beans and your stomach is doing that skrrr pop pop  you will remember to pray  #CholeraWatch	2018-01-07 20:01:01	/kunda_emmanuel/status/950094945444130818	kunda_emmanuel	-0.6999999999999998
393	Nyambe	950090607917174784	1	1	0	Total Kabulonga shop stocked up with Clorin #CholeraWatch Hurry whilst stocks last!	2018-01-07 19:43:47	/Ojirious/status/950090607917174790	Ojirious	0.0
394	Nyambe	950090123592552448	0	1	0	Is there a cholera alert toll free line? #CholeraWatch	2018-01-07 19:41:51	/Ojirious/status/950090123592552448	Ojirious	0.4
395	simone Kaoma	950080938104573952	0	0	0	I have relatives Kwa kanyama, this #cholera better relent #CholeraWatch	2018-01-07 19:05:21	/Im__Simone/status/950080938104573962	Im__Simone	0.5
396	MissBwalya	950077823259201536	4	0	0	#CholeraWatch https://twitter.com/Clive_Mbs/status/950071262788939776 …	2018-01-07 18:52:59	/missbwalya/status/950077823259201537	missbwalya	0.0
397	Jozef	950071277762605056	8	0	13	For those of you looking for chlorine, the Total Kabulonga shop has loads and loads of it. #CholeraWatch	2018-01-07 18:26:58	/King_MJC_1/status/950071277762605057	King_MJC_1	0.0
398	Kaydee	950069555568762880	0	0	0	"Arsenal is been made to carry planks by Nottingham 
#CholeraWatch"	2018-01-07 18:20:08	/kaydeedboy/status/950069555568762881	kaydeedboy	0.0
399	Decentlife Zambia	950066160703287296	1	0	1	"Retweeted Chalimba Phiri (@ChaliPhiri):

This is why we are failing to contain the cholera #CholeraWatch... https://fb.me/1U4reNZMp "	2018-01-07 18:06:38	/Decentzm/status/950066160703287296	Decentzm	0.0
400	gHoti  🐋	950053737359429632	0	0	0	What is the MO for the teams that are preventing the spread of cholera out of Lusaka? Are they also checking on or sensitizing the people that have come into contact with those that have been found infected? #CholeraWatch	2018-01-07 17:17:16	/iAMchisha/status/950053737359429632	iAMchisha	0.0
401	MissBwalya	950051582099550208	33	8	6	"Agony is having no water during the cholera crisis and your area MP is the Minister for Water, Sanitation fimo-fimo.  

#CholeraWatch"	2018-01-07 17:08:42	/missbwalya/status/950051582099550209	missbwalya	0.0
402	Karen Nakawala	950051533013635072	3	0	1	Earlier I'd asked Hon @VincentMwale to close drinking places and public places, though he didn't respond directly, I see that my request and that of others has been partially followed. #listeninggovernment #CholeraWatch pic.twitter.com/pppxU0uIcT	2018-01-07 17:08:31	/karen_nakawala/status/950051533013635072	karen_nakawala	0.0
403	#ForeverDJLBC	950045673264738304	10	2	4	Kendrick warned us about cholera bells back #CholeraWatch pic.twitter.com/z36L5SQzdP	2018-01-07 16:45:14	/michstizzy/status/950045673264738304	michstizzy	0.0
404	Esoteric ♋️Enigma	950043302862249984	2	0	0	"People making jokes about the #CholeraOutbreak making memes and videos of them washing mangoes with detergent! it's not funny for the affected muma centres ka. 
#CholeraWatch"	2018-01-07 16:35:49	/Symo_X_2pulZ/status/950043302862249984	Symo_X_2pulZ	-0.125
405	Radio Chikaya	950041838576128000	0	0	1	"Lundazi district has so far recorded 10 cholera cases with one death among them.
Let us be cholera alert!!
 Wash your hands before eating and after -using the toilet
-wash vegetables and fruits before eating
warm food before eating-boil or add chlorine to 
#cholerawatch"	2018-01-07 16:29:59	/Chikayafm/status/950041838576128000	Chikayafm	0.24097222222222223
406	Mwebantu	950036652315029504	19	0	17	#ZAMBIA Govt has closed the following shops;Banda Butchery in Misis compound, New Hope Grocery in Kuku compound, Kankoyo Breweries, Mahock restraunt in Kabulonga,Asian Hut at Levy, Wimpy at Levy, Mika Convention and Zambeef at Kabwata. #CholeraWatch pic.twitter.com/5VSInZpZnO	2018-01-07 16:09:23	/Mwebantu/status/950036652315029504	Mwebantu	0.012121212121212116
407	Mwebantu	950036365391122432	32	3	41	#ZAMBIA Govt has closed the following shops;Choppies Supermarket in Matero, SPAR on Mumbwa road, Debonairs at Levy Business Park, Shoprite at Twin Palm, Davies Supply at Woodlands Extension, Steven Mwansa Meat Supply in Misis compound,Tendai Butchery in Kuku compound#CholeraWatch pic.twitter.com/HhjBlzkDNc	2018-01-07 16:08:14	/Mwebantu/status/950036365391122432	Mwebantu	-0.05
408	Cheelo Mario Tembo	950032576227442688	2	0	0	"Army: we have many years of training. We are winning this war!

#cholerawatch pic.twitter.com/5TFwfpQvvw"	2018-01-07 15:53:11	/tembocheelo/status/950032576227442689	tembocheelo	0.5625
409	Ricky	950017412023414784	0	0	0	Susprising to know that not everyone is aware of the symptoms of Cholera. Only 1/6 people that I asked, knew. #CholeraWatch	2018-01-07 14:52:56	/notriky/status/950017412023414784	notriky	0.125
410	Paul chatupa	950016796790272000	1	0	0	"The rate of individuals with cholera is incredibly increasing everyday.
Hope it won't have an impact on national development. 
#CholeraWatch"	2018-01-07 14:50:29	/paul_chatupa/status/950016796790272000	paul_chatupa	0.35
411	Raphael Sampa	950011544389251072	1	0	1	#Zambia #Cholera outbreak curtailment & prevention at household level thru use of a Water Disinfectant powder available in 3.5 grams sachets to treat 25 litres of contaminated water #CholeraWatch order now.	2018-01-07 14:29:37	/raphaelsam/status/950011544389251072	raphaelsam	0.4
412	CHIMWEMWE KHUNGA	950007696589295616	0	0	0	Trying to make sense. Church gatherings have been banned. And yet bars and people going to other provinces via buses are still intact. #CholeraWatch	2018-01-07 14:14:19	/Eng_Khunga/status/950007696589295616	Eng_Khunga	-0.125
413	Raphael Sampa	950007374055649280	1	0	1	"#Zambia fight #Cholera at household level with a tested & approved cost-effective water disinfectant product. Order now with me
 #CholeraWatch"	2018-01-07 14:13:02	/raphaelsam/status/950007374055649281	raphaelsam	0.0
414	Raphael Sampa	950003195824177152	1	0	1	Tested & certified #cholera prevention solution for contaminated water. Protect your family by ordering now #CholeraWatch	2018-01-07 13:56:26	/raphaelsam/status/950003195824177152	raphaelsam	0.0
415	Raphael Sampa	950001336464084992	2	0	1	"Prevention of cholera is better - treat contaminated water with an effective affordable product
Inbox me for details #CholeraWatch"	2018-01-07 13:49:03	/raphaelsam/status/950001336464084992	raphaelsam	0.55
416	Samuel Owusu | Sam-G	954089180778332160	0	0	0	@mwebantu @kapa187 @VincentMwale @PaulShalalaZNBC #CholeraWatch https://twitter.com/WriteRevolt/status/953580158614691840 …	2018-01-18 20:32:41	/OwusuSamG/status/954089180778332165	OwusuSamG	0.0
417	Raphael Sampa	954053381785554944	0	0	0	"Ensure Contaminated Water is treated with effectively using Non-Chlorine Water Disinfectant to Prevent #Cholera.
Affordable sachet of 3.5 grams purify 25 litres of  Contaminated Water. #CholeraWatch #Zambia & #DRC End this Outbreak 
WhatsApp +27768692272"	2018-01-18 18:10:26	/raphaelsam/status/954053381785554945	raphaelsam	0.6
418	Thomas Kalimanshi	953927406741487616	0	0	0	#CholeraWatch https://twitter.com/ICRC/status/953914878456025088 …	2018-01-18 09:49:51	/TKalimanshi/status/953927406741487616	TKalimanshi	0.0
419	Pro Health	953876347704741888	1	0	0	"GOVERNMENT has set up a cholera camp at Chirundu Border Post after the epidemic ravaged neighboring Zambia, where 3 000 people have been treated so far.
#CholeraWatch
#263Chat
#Zimbabwe
http://www.herald.co.zw/govt-sets-up-cholera-camp-at-chirundu/ …"	2018-01-18 06:26:58	/prohealth_zw/status/953876347704741888	prohealth_zw	0.1
